#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
675822	308212	24680	258929	246812	-	-	Dact2	Prkca	-	Pkca	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 2.	-	BioGRID
675823	499088	24680	270397	246812	-	-	Dact3	Prkca	RGD1563892	Pkca	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 2.	-	BioGRID
675824	500666	24245	271974	246430	-	-	Dact1	Camk2b	RGD1564008	Ck2b	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 2.	-	BioGRID
675825	308212	24245	258929	246430	-	-	Dact2	Camk2b	-	Ck2b	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 2.	-	BioGRID
675826	500666	2931	271974	109186	-	-	Dact1	GSK3A	RGD1564008	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	9606	Low Throughput	-	-	-	figure 2.	-	BioGRID
675827	500666	83721	271974	249815	-	-	Dact1	Dvl1	RGD1564008	dvl-1	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 3.	-	BioGRID
675828	308212	83721	258929	249815	-	-	Dact2	Dvl1	-	dvl-1	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 3.	-	BioGRID
675829	499088	83721	270397	249815	-	-	Dact3	Dvl1	RGD1563892	dvl-1	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 3.	-	BioGRID
675830	500666	303251	271974	257465	-	-	Dact1	Dvl2	RGD1564008	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 3.	-	BioGRID
675831	308212	303251	258929	257465	-	-	Dact2	Dvl2	-	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 3.	-	BioGRID
675832	499088	303251	270397	257465	-	-	Dact3	Dvl2	RGD1563892	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 3.	-	BioGRID
675833	500666	303811	271974	257683	-	-	Dact1	Dvl3	RGD1564008	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 3.	-	BioGRID
675834	308212	303811	258929	257683	-	-	Dact2	Dvl3	-	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 3.	-	BioGRID
675835	499088	303811	270397	257683	-	-	Dact3	Dvl3	RGD1563892	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 3.	-	BioGRID
675836	500666	32078	271974	58490	-	Dmel_CG18361	Dact1	dsh	RGD1564008	l(1)dsh|CG18361|l(1)10Bd|CG1720|Dvl|l(1)G17|DSH|l(1)G0267|Dmel\CG18361	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	7227	Low Throughput	-	-	-	figure 3.	-	BioGRID
675837	308212	32078	258929	58490	-	Dmel_CG18361	Dact2	dsh	-	l(1)dsh|CG18361|l(1)10Bd|CG1720|Dvl|l(1)G17|DSH|l(1)G0267|Dmel\CG18361	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	7227	Low Throughput	-	-	-	figure 3.	-	BioGRID
675838	499088	32078	270397	58490	-	Dmel_CG18361	Dact3	dsh	RGD1563892	l(1)dsh|CG18361|l(1)10Bd|CG1720|Dvl|l(1)G17|DSH|l(1)G0267|Dmel\CG18361	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	7227	Low Throughput	-	-	-	figure 3.	-	BioGRID
675839	500666	690366	271974	605182	-	-	Dact1	Vangl1	RGD1564008	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 4.	-	BioGRID
675840	308212	690366	258929	605182	-	-	Dact2	Vangl1	-	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 4.	-	BioGRID
675841	499088	690366	270397	605182	-	-	Dact3	Vangl1	RGD1563892	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 4.	-	BioGRID
675842	500666	289229	271974	252835	-	-	Dact1	Vangl2	RGD1564008	Ltap	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 4.	-	BioGRID
675843	308212	289229	258929	252835	-	-	Dact2	Vangl2	-	Ltap	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 4.	-	BioGRID
675844	499088	289229	270397	252835	-	-	Dact3	Vangl2	RGD1563892	Ltap	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 4.	-	BioGRID
675845	500666	35922	271974	61760	-	Dmel_CG8075	Dact1	Vang	RGD1564008	Vang/Stbm|stbm/vang|stb|CG8075|strabismus/Van Gogh|vang|Stbm|Dmel\CG8075|vangogh/strabismus	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	7227	Low Throughput	-	-	-	figure 4.	-	BioGRID
675846	308212	35922	258929	61760	-	Dmel_CG8075	Dact2	Vang	-	Vang/Stbm|stbm/vang|stb|CG8075|strabismus/Van Gogh|vang|Stbm|Dmel\CG8075|vangogh/strabismus	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	7227	Low Throughput	-	-	-	figure 4.	-	BioGRID
675847	499088	35922	270397	61760	-	Dmel_CG8075	Dact3	Vang	RGD1563892	Vang/Stbm|stbm/vang|stb|CG8075|strabismus/Van Gogh|vang|Stbm|Dmel\CG8075|vangogh/strabismus	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	7227	Low Throughput	-	-	-	figure 4.	-	BioGRID
675848	308212	59086	258929	248721	-	-	Dact2	Tgfb1	-	Tgfb	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 4.	-	BioGRID
675849	308212	84353	258929	249913	-	-	Dact2	Ctnnb1	-	Catnb	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 5.	-	BioGRID
675850	499088	84353	270397	249913	-	-	Dact3	Ctnnb1	RGD1563892	Catnb	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 5.	-	BioGRID
675851	308212	311163	258929	259844	-	-	Dact2	Ctnnd1	-	Catns	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 5.	-	BioGRID
675852	500666	311163	271974	259844	-	-	Dact1	Ctnnd1	RGD1564008	Catns	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 5.	-	BioGRID
675853	308212	3355143	258929	78268	-	Dmel_CG17484	Dact2	p120ctn	-	P120-catenin|CG17484|p120[ctn]|P120|Dmel\CG17484|Dp120ctn|Dp120[ctn]	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	7227	Low Throughput	-	-	-	figure 5.	-	BioGRID
675854	500666	3355143	271974	78268	-	Dmel_CG17484	Dact1	p120ctn	RGD1564008	P120-catenin|CG17484|p120[ctn]|P120|Dmel\CG17484|Dp120ctn|Dp120[ctn]	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	7227	Low Throughput	-	-	-	figure 5.	-	BioGRID
675855	499088	3355143	270397	78268	-	Dmel_CG17484	Dact3	p120ctn	RGD1563892	P120-catenin|CG17484|p120[ctn]|P120|Dmel\CG17484|Dp120ctn|Dp120[ctn]	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	7227	Low Throughput	-	-	-	figure 5.	-	BioGRID
675856	308212	161452	258929	250906	-	-	Dact2	Lef1	-	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 6.	-	BioGRID
675857	308212	24817	258929	246939	-	-	Dact2	Hnf1a	-	HNF1|LF-B1|Tcf1|Lfb1	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 6.	-	BioGRID
675858	308212	171046	258929	251063	-	-	Dact2	Tcfe2a	-	Tcf3|Pan2	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 6.	-	BioGRID
675859	308212	297893	258929	255695	-	-	Dact2	Hdac1	-	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 6.	-	BioGRID
675860	500666	297893	271974	255695	-	-	Dact1	Hdac1	RGD1564008	-	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	10116	Low Throughput	-	-	-	figure 6.	-	BioGRID
675861	308212	3065	258929	109315	-	RP4-811H24.2	Dact2	HDAC1	-	HD1|GON-10|RPD3|RPD3L1	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	9606	Low Throughput	-	-	-	figure 6.	-	BioGRID
675862	500666	3065	271974	109315	-	RP4-811H24.2	Dact1	HDAC1	RGD1564008	HD1|GON-10|RPD3|RPD3L1	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	9606	Low Throughput	-	-	-	figure 6.	-	BioGRID
675863	500666	51339	271974	119486	-	-	Dact1	DACT1	RGD1564008	FRODO|DAPPER|THYEX3|DAPPER1|DPR1|HDPR1	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	9606	Low Throughput	-	-	-	figure 7.	-	BioGRID
675864	499088	51339	270397	119486	-	-	Dact3	DACT1	RGD1563892	FRODO|DAPPER|THYEX3|DAPPER1|DPR1|HDPR1	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	9606	Low Throughput	-	-	-	figure 7.	-	BioGRID
675865	500666	168002	271974	127953	-	PP13671	Dact1	DACT2	RGD1564008	RP11-503C24.7|C6orf116|bA503C24.7|DAPPER2|DPR2	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	9606	Low Throughput	-	-	-	figure 7.	-	BioGRID
675866	308212	168002	258929	127953	-	PP13671	Dact2	DACT2	-	RP11-503C24.7|C6orf116|bA503C24.7|DAPPER2|DPR2	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	9606	Low Throughput	-	-	-	figure 7.	-	BioGRID
675867	500666	147906	271974	127095	-	-	Dact1	DACT3	RGD1564008	RRR1	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	9606	Low Throughput	-	-	-	figure 7.	-	BioGRID
675868	308212	147906	258929	127095	-	-	Dact2	DACT3	-	RRR1	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	9606	Low Throughput	-	-	-	figure 7.	-	BioGRID
675869	499088	147906	270397	127095	-	-	Dact3	DACT3	RGD1563892	RRR1	Affinity Capture-Western	physical	Kivimaee S (2011)	21718540	10116	9606	Low Throughput	-	-	-	figure 7.	-	BioGRID
676042	25414	25150	247449	247215	-	-	Bcar1	Fyn	Crkas|P130CAS|Cas	-	Affinity Capture-Western	physical	Nishio H (2001)	11181827	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
676279	24716	316258	246844	261303	-	-	Ret	Cd2ap	-	CMS	Affinity Capture-Western	physical	Tsui CC (2008)	18753381	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
676280	316258	24716	261303	246844	-	-	Cd2ap	Ret	CMS	-	Affinity Capture-Western	physical	Tsui CC (2008)	18753381	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
676582	161475	170915	250907	251026	-	-	Psmd9	Ep300	Bridge|Bridge-1	-	Affinity Capture-Western	physical	Lee JH (2005)	16293776	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
676810	500985	81515	272292	249512	-	-	Cbl	Lyn	RGD1561386	-	Affinity Capture-Western	physical	Tezuka T (1996)	8627181	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
676866	500985	25513	272292	247545	-	-	Cbl	Pik3r1	RGD1561386	PI3KA	Affinity Capture-Western	physical	Soltoff SP (1996)	8550620	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
676867	25513	500985	247545	272292	-	-	Pik3r1	Cbl	PI3KA	RGD1561386	Affinity Capture-Western	physical	Soltoff SP (1996)	8550620	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
676868	500985	24329	272292	246506	-	-	Cbl	Egfr	RGD1561386	ERBB1|Errp|ErbB-1	Affinity Capture-Western	physical	Soltoff SP (1996)	8550620	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677069	64630	56084	249168	248562	-	-	Snap23	Hgs	-	Hrs	Affinity Capture-Western	physical	Tsujimoto S (1999)	10510169	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677070	25012	56084	247095	248562	-	-	Snap25	Hgs	SNAP-25B	Hrs	Affinity Capture-Western	physical	Tsujimoto S (1999)	10510169	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677074	171086	56084	251098	248562	-	-	Trak2	Hgs	GRIF-1|Als2cr3	Hrs	Affinity Capture-Western	physical	Kirk E (2006)	17062640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677075	56084	171086	248562	251098	-	-	Hgs	Trak2	Hrs	GRIF-1|Als2cr3	Affinity Capture-Western	physical	Kirk E (2006)	17062640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677344	25155	867	247220	107315	-	-	Syk	CBL	p72syk	CBL2|RNF55|NSLL|C-CBL	Affinity Capture-Western	physical	Ota Y (1996)	8920860	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
677350	310461	363287	259634	264106	-	-	Dhx36	Hdac4	-	-	Affinity Capture-Western	physical	Kim HN (2011)	21590736	10116	10116	Low Throughput	-	-	-	figure 6a.	-	BioGRID
677601	303882	64465	257704	249080	-	-	Tnk2	Cdc42	-	-	Affinity Capture-Western	physical	Nur-E-Kamal MS (1999)	10618719	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677661	83709	362738	249809	263680	-	-	Git1	Snx6	-	-	Co-fractionation	physical	Cavet ME (2008)	18523162	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677662	83709	314764	249809	260824	-	-	Git1	Eea1	-	-	Co-fractionation	physical	Cavet ME (2008)	18523162	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677879	311245	50522	259875	248372	-	-	Traf6	Ubc	-	-	Affinity Capture-Western	physical	Wooten MW (2005)	16079148	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677880	311245	84351	259875	249911	-	-	Traf6	Ikbkb	-	IKK2|AIM-1	Affinity Capture-Western	physical	Wooten MW (2005)	16079148	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677881	311245	24681	259875	246813	-	-	Traf6	Prkcg	-	PKC|RATPKCI|Prkcc|PKCI|Prkc	Affinity Capture-Western	physical	Wooten MW (2005)	16079148	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677882	311245	117268	259875	250715	-	-	Traf6	Khdrbs1	-	P62|Sam68	Affinity Capture-Western	physical	Wooten MW (2005)	16079148	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677961	360514	25596	261993	247626	-	-	Ublcp1	Rpn1	RGD1310386	RIBI	Affinity Capture-Western	physical	Guo X (2011)	21949367	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677962	360514	25596	261993	247626	-	-	Ublcp1	Rpn1	RGD1310386	RIBI	Affinity Capture-MS	physical	Guo X (2011)	21949367	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677963	360514	64701	261993	249196	-	-	Ublcp1	Rpn2	RGD1310386	-	Affinity Capture-MS	physical	Guo X (2011)	21949367	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677964	360514	287670	261993	252287	-	-	Ublcp1	Psmd3	RGD1310386	-	Affinity Capture-MS	physical	Guo X (2011)	21949367	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677965	360514	287772	261993	252331	-	-	Ublcp1	Psmd12	RGD1310386	-	Affinity Capture-MS	physical	Guo X (2011)	21949367	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677966	360514	303353	261993	257507	-	-	Ublcp1	Psmd11	RGD1310386	-	Affinity Capture-MS	physical	Guo X (2011)	21949367	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
677967	360514	311078	261993	259822	-	rCG_26455	Ublcp1	Psmd14	RGD1310386	-	Affinity Capture-MS	physical	Guo X (2011)	21949367	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678006	303604	56011	257607	248554	-	-	Map3k3	Ywhab	-	-	Two-hybrid	physical	Hagemann C (2003)	12650640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678007	303604	29753	257607	248364	-	-	Map3k3	Ywhae	-	14-3-3e	Two-hybrid	physical	Hagemann C (2003)	12650640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678008	303604	56010	257607	248553	-	-	Map3k3	Ywhag	-	-	Two-hybrid	physical	Hagemann C (2003)	12650640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678009	303604	25577	257607	247608	-	-	Map3k3	Ywhaq	-	14-3-3t	Two-hybrid	physical	Hagemann C (2003)	12650640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678010	303604	25576	257607	247607	-	-	Map3k3	Ywhah	-	14-3-3e	Two-hybrid	physical	Hagemann C (2003)	12650640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678011	303604	25578	257607	247609	-	-	Map3k3	Ywhaz	-	14-3-3z	Two-hybrid	physical	Hagemann C (2003)	12650640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678012	303604	287716	257607	252307	-	-	Map3k3	Psme3	-	Ab2-371	Two-hybrid	physical	Hagemann C (2003)	12650640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678013	287716	114486	252307	250332	-	-	Psme3	Braf	Ab2-371	-	Two-hybrid	physical	Hagemann C (2003)	12650640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678014	287716	303604	252307	257607	-	-	Psme3	Map3k3	Ab2-371	-	Two-hybrid	physical	Hagemann C (2003)	12650640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678015	303604	287716	257607	252307	-	-	Map3k3	Psme3	-	Ab2-371	Affinity Capture-Western	physical	Hagemann C (2003)	12650640	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678016	303604	287716	257607	252307	-	-	Map3k3	Psme3	-	Ab2-371	Biochemical Activity	physical	Hagemann C (2003)	12650640	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
678260	81515	81515	249512	249512	-	-	Lyn	Lyn	-	-	Biochemical Activity	physical	Qu X (2004)	14604964	10116	10116	Low Throughput	-	Phosphorylation	-	figure 5B.	-	BioGRID
678261	81515	2023	249512	108338	-	-	Lyn	ENO1	-	PPH|ENO1L1|NNE|MPB1	Biochemical Activity	physical	Qu X (2004)	14604964	10116	9606	Low Throughput	-	Phosphorylation	-	figure 5B.	-	BioGRID
678262	84477	192255	249977	251381	-	-	Gab2	Ubb	-	UBC	Affinity Capture-Western	physical	Qu X (2004)	14604964	10116	10116	Low Throughput	-	-	-	figure 6B.	-	BioGRID
678347	57509	116689	121573	250571	-	-	MTUS1	Ptpn6	MP44|MTSG1|ATIP|ATBP	Ptph6|Shp-1	Affinity Capture-Western	physical	Li JM (2007)	17068200	9606	10116	Low Throughput	-	-	-	ATIP from rat neurons	-	BioGRID
678348	116689	17196	250571	201336	-	-	Ptpn6	Mbp	Ptph6|Shp-1	mld|shi|Hmbpr|R75289|golli-mbp|C76307	Biochemical Activity	physical	Li JM (2007)	17068200	10116	10090	Low Throughput	-	Dephosphorylation	-	source not clear	-	BioGRID
678369	81516	303614	249513	257614	-	-	Smad7	Smurf2	Madh7	RGD1310067	Affinity Capture-Western	physical	Liu FY (2007)	17347560	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678370	81516	29591	249513	248223	-	-	Smad7	Tgfbr1	Madh7	-	Affinity Capture-Western	physical	Liu FY (2007)	17347560	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678371	81516	300813	249513	256725	-	-	Smad7	Rnf111	Madh7	-	Affinity Capture-Western	physical	Liu FY (2007)	17347560	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678372	29591	303614	248223	257614	-	-	Tgfbr1	Smurf2	-	RGD1310067	Affinity Capture-Western	physical	Liu FY (2007)	17347560	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678373	29591	81516	248223	249513	-	-	Tgfbr1	Smad7	-	Madh7	Affinity Capture-Western	physical	Liu FY (2007)	17347560	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678472	50592	50522	248399	248372	-	-	Gria1	Ubc	GluA1|gluR-A	-	Affinity Capture-Western	physical	Yuen EY (2012)	22405206	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678473	24408	50522	246573	248372	-	-	Grin1	Ubc	NMDAR1|NR1	-	Affinity Capture-Western	physical	Yuen EY (2012)	22405206	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678480	171415	361321	251241	262598	-	-	Atg3	Atg12	Pig1|PIG-1|Apg3l	Apg12l	Affinity Capture-Western	physical	Fujita N (2008)	18321988	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678563	25353	25152	247392	247217	-	-	Spp1	Map1a	OSP	Mtap1a	Affinity Capture-Western	physical	Long P (2012)	22779921	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678564	25353	29456	247392	248099	-	-	Spp1	Map1b	OSP	Mtap1b	Affinity Capture-Western	physical	Long P (2012)	22779921	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678565	25152	25353	247217	247392	-	-	Map1a	Spp1	Mtap1a	OSP	Affinity Capture-Western	physical	Long P (2012)	22779921	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678566	29456	25353	248099	247392	-	-	Map1b	Spp1	Mtap1b	OSP	Affinity Capture-Western	physical	Long P (2012)	22779921	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
678907	7329	140694	113177	250837	-	-	UBE2I	Dnm1	UBC9|C358B7.1|P18	Dnm	Reconstituted Complex	physical	Mishra RK (2004)	15123615	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
678908	7341	140694	113188	250837	OK/SW-cl.43	-	SUMO1	Dnm1	PIC1|SENP2|DAP1|SMT3C|OFC10|SMT3H3|SMT3|GMP1|UBL1	Dnm	Reconstituted Complex	physical	Mishra RK (2004)	15123615	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
678909	8554	140694	114124	250837	-	-	PIAS1	Dnm1	DDXBP1|GU/RH-II|ZMIZ3|GBP	Dnm	Reconstituted Complex	physical	Mishra RK (2004)	15123615	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
678971	29274	7321	247945	113169	-	-	Rnf4	UBE2D1	-	UBCH5|UBCH5A|E2(17)KB1|SFT|UBC4/5	Co-crystal Structure	physical	Plechanovova A (2012)	22842904	10116	9606	Low Throughput	-	-	-	Crystal structure of rat  E3 ubiquitin-protein ligase RNF4 with human UBE2D1 and UBC ubiquitin.	-	BioGRID
678972	29274	7316	247945	113164	-	-	Rnf4	UBC	-	HMG20	Co-crystal Structure	physical	Plechanovova A (2012)	22842904	10116	9606	Low Throughput	-	-	-	Crystal structure of rat  E3 ubiquitin-protein ligase RNF4 with human UBE2D1 and UBC ubiquitin.	-	BioGRID
678974	29274	29274	247945	247945	-	-	Rnf4	Rnf4	-	-	Biochemical Activity	physical	Plechanovova A (2012)	22842904	10116	10116	Low Throughput	-	Ubiquitination	-	Auto-ubiquitination of rat RNF4 in the presence of E1, UbcH5A [E2] and UBC ubiquitin.	-	BioGRID
678975	29274	7321	247945	113169	-	-	Rnf4	UBE2D1	-	UBCH5|UBCH5A|E2(17)KB1|SFT|UBC4/5	Reconstituted Complex	physical	Plechanovova A (2012)	22842904	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
679042	12234	63840	198403	248899	-	-	Btrc	Per2	Beta-Trcp1|b-TrCP|Fbw1a|FWD1|HOS|mKIAA4123|beta-TrCP|Slimb	rPER2	Affinity Capture-Western	physical	Ohsaki K (2008)	18782782	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
679043	103583	63840	222123	248899	RP23-94F11.1	-	Fbxw11	Per2	BTRCP2|2310065A07Rik|BTRC2|Fbxw1b|HOS|AA536858|mKIAA0696	rPER2	Affinity Capture-Western	physical	Ohsaki K (2008)	18782782	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
679044	63840	12234	248899	198403	-	-	Per2	Btrc	rPER2	Beta-Trcp1|b-TrCP|Fbw1a|FWD1|HOS|mKIAA4123|beta-TrCP|Slimb	Affinity Capture-Western	physical	Ohsaki K (2008)	18782782	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
679045	63840	103583	248899	222123	-	RP23-94F11.1	Per2	Fbxw11	rPER2	BTRCP2|2310065A07Rik|BTRC2|Fbxw1b|HOS|AA536858|mKIAA0696	Affinity Capture-Western	physical	Ohsaki K (2008)	18782782	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
679292	84607	252971	250034	251692	-	-	Socs2	Socs1	Cish2|Socs-2	Cish1|Socs-1	Affinity Capture-Western	physical	Piessevaux J (2006)	16956890	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
679293	84607	84607	250034	250034	-	-	Socs2	Socs2	Cish2|Socs-2	Cish2|Socs-2	Affinity Capture-Western	physical	Piessevaux J (2006)	16956890	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
679294	84607	89829	250034	250151	-	-	Socs2	Socs3	Cish2|Socs-2	Socs-3|Cish3|Ssi-3	Affinity Capture-Western	physical	Piessevaux J (2006)	16956890	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
679295	84607	83681	250034	249799	-	-	Socs2	Cish	Cish2|Socs-2	Cis	Affinity Capture-Western	physical	Piessevaux J (2006)	16956890	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
679691	23640	24468	117168	246629	PP1845	-	HSPBP1	Hspa8	FES1	Hsc70	Affinity Capture-Western	physical	Alberti S (2004)	15215316	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
680173	690516	64750	605331	122265	-	-	Smurf1	SMURF2	RGD1309707	-	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
680174	690516	3800	605331	110001	-	-	Smurf1	KIF5C	RGD1309707	NKHC2|KINN|NKHC|NKHC-2	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
680175	690516	5590	605331	111576	-	-	Smurf1	PRKCZ	RGD1309707	PKC-ZETA|PKC2	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
